line,filename,lines,type,character,text
29,undefined,undefined,dialogue,Dana,"Oh, leave her be. I'd rather have her here than be alone in her apartment."
30,undefined,undefined,dialogue,Dana,"How are you feeling, Jill?"
31,undefined,undefined,dialogue,Jill,I feel like a shit-eating piece of shit.
32,undefined,undefined,dialogue,Jill,I'm the lowest of any possible life form you might find.
33,undefined,undefined,dialogue,Jill,"Nanobes look down to me in disgust, knowing they're far superior."
34,undefined,undefined,dialogue,Dana,"You're spirited, that's good."
35,undefined,undefined,dialogue,Jill,Where's the mutt?
36,undefined,undefined,dialogue,Dana,Working with CIRA.
37,undefined,undefined,dialogue,Gillian,"""At"" CIRA."
38,undefined,undefined,dialogue,Dana,I know what I said.
39,undefined,undefined,dialogue,Dana,"In any case, let Jill process her anger. It's perfectly normal to feel that way."
40,undefined,undefined,dialogue,Dana,"And here, she's surrounded by people that care about her."
41,undefined,undefined,dialogue,Dana,That's a lot better than leaving her to fend for herself.
42,undefined,undefined,dialogue,Dana,"I mean, as smart as Fore might be, he's still just a cat."
43,undefined,undefined,dialogue,Gillian,"Then why not have Jill stay, but not serve anyone today?"
44,undefined,undefined,dialogue,Jill,"What part of ""I won't leave"" didn't you understand?!"
45,undefined,undefined,dialogue,Jill,I didn't leave everyone behind to just sit and do nothing!
46,undefined,undefined,dialogue,Gillian,"Fine, fine..."
47,undefined,undefined,dialogue,Gillian,*sigh* What do we do if she lashes out at a client?
48,undefined,undefined,dialogue,Dana,"That's why you're here, Gillian Pliskin."
49,undefined,undefined,dialogue,Gillian,Who?
50,undefined,undefined,dialogue,Dana,Hey Jill.
51,undefined,undefined,dialogue,Jill,What?
52,undefined,undefined,dialogue,Dana,"I'll be in my office, but if you need a break or a hug, just tell me."
53,undefined,undefined,dialogue,Jill,...
54,undefined,undefined,dialogue,Gillian,"Oh, you already put on music."
55,undefined,undefined,dialogue,Jill,...
56,undefined,undefined,dialogue,Gillian,*sigh* This is gonna be an interesting day.
57,undefined,undefined,dialogue,Virgilio,"The hall of heroes keeps shining. Brimming with the... *sniff* Do I smell tacos? Wait, it's outside. Nevermind."
58,undefined,undefined,dialogue,Jill,"Oh, hell no."
59,undefined,undefined,dialogue,Virgilio,"We meet again, bartender."
60,undefined,undefined,dialogue,Jill,...Virgilio. What can I get you?
61,undefined,undefined,dialogue,Virgilio,"Today, the luminous pollution on the streets makes it seem almost like a starry sky."
62,undefined,undefined,dialogue,Virgilio,"And when I think about stars, I think about celebrities. Celebrities are fishy and my favorite fish is the octopus."
63,undefined,undefined,dialogue,Virgilio,So I want something octopus-like.
64,undefined,undefined,dialogue,Jill,...
65,undefined,undefined,dialogue,Virgilio,Aren't you... gonna do that weird bartending thing?
66,undefined,undefined,dialogue,Jill,I'm waiting for you to order like a decent human being.
67,undefined,undefined,dialogue,Virgilio,I'm not following.
68,undefined,undefined,dialogue,Jill,Spell out your order like you're a human who is not in need of medical help.
69,undefined,undefined,dialogue,Virgilio,"Fine then, I want a Sparkle Star. S-P-A-R R... kle Star."
70,undefined,undefined,dialogue,Jill,...
71,undefined,undefined,dialogue,Jill,See? Was it that hard?
72,undefined,undefined,dialogue,Virgilio,Have you TRIED to spell under pressure?
73,undefined,undefined,dialogue,Jill,Here.
74,undefined,undefined,dialogue,Virgilio,This isn't an Rkle Star.
75,undefined,undefined,dialogue,Jill,Whatever.
76,undefined,undefined,dialogue,Virgilio,"You look angry, Spelling Bartender. Are you having that time of the month or something?"
77,undefined,undefined,dialogue,Jill,"No, I'm just filled with ridiculous amounts of anger, pain, and self-hate, and..."
78,undefined,undefined,dialogue,Jill,"...on second thought, you're not that far from the truth, I guess."
79,undefined,undefined,dialogue,Virgilio,"I get those too, you know? Periods."
80,undefined,undefined,dialogue,Jill,...you do?
81,undefined,undefined,dialogue,Virgilio,"Yes. Last month, I finally got over my Renaissance and moved to my Enlightenment."
82,undefined,undefined,dialogue,Jill,...
83,undefined,undefined,dialogue,Jill,"And here I was, thinking you'd get to say something serious for once."
84,undefined,undefined,dialogue,Virgilio,Are you implying I'm not serious?
85,undefined,undefined,dialogue,Jill,...
86,undefined,undefined,dialogue,Virgilio,Glaring holes through me will do nothing. I'm glare-immune!
87,undefined,undefined,dialogue,Jill,*sigh*
88,undefined,undefined,dialogue,Virgilio,But if you allow me to give you a sincere piece of advice...
89,undefined,undefined,dialogue,Jill,...whatever. It's not like it'll help.
90,undefined,undefined,dialogue,Virgilio,You shouldn't kick yourself so much.
91,undefined,undefined,dialogue,Virgilio,"If you keep it up, any chance of finally forgiving yourself will someday be gone."
92,undefined,undefined,dialogue,Virgilio,Self-hate will leave you with a hole that will never heal.
93,undefined,undefined,dialogue,Virgilio,So please take measures against it instead of sulking so much.
94,undefined,undefined,dialogue,Jill,...I'll be damned. That actually sounded half-sensible.
95,undefined,undefined,dialogue,Jill,And here I was thinking you were just a pompous lunatic.
96,undefined,undefined,dialogue,Virgilio,Hey! Pompous lunatics have stories too!
97,undefined,undefined,dialogue,Jill,Really? What story?
98,undefined,undefined,dialogue,Virgilio,I... would rather not tell.
99,undefined,undefined,dialogue,Jill,Figures.
100,undefined,undefined,dialogue,Jill,You want anything else?
101,undefined,undefined,dialogue,Virgilio,Have you ever seen how the...
102,undefined,undefined,dialogue,Jill,...
103,undefined,undefined,dialogue,Virgilio,A-A Bad Touch.
104,undefined,undefined,dialogue,Jill,...
105,undefined,undefined,dialogue,Jill,Here.
106,undefined,undefined,dialogue,Virgilio,"Yeah, I guess this is the one."
107,undefined,undefined,dialogue,Jill,...
108,undefined,undefined,dialogue,Virgilio,"This is the problem with antagonizing the bartender, eh?"
109,undefined,undefined,dialogue,Jill,...
110,undefined,undefined,dialogue,Jill,(Maybe he's right and I shouldn't be so hard on myself.)
111,undefined,undefined,dialogue,Jill,...
112,undefined,undefined,dialogue,Jill,(Even though I deserve every second of it.)
113,undefined,undefined,dialogue,Jill,"(If only I had apologized earlier, I might not be feeling this way right now.)"
114,undefined,undefined,dialogue,Jill,(If only I... i-if only I...)
115,undefined,undefined,dialogue,Jill,(I... I can't even remember what held me from apologizing all these years.)
116,undefined,undefined,dialogue,Virgilio,Um... bartender. You're making lots of faces there.
117,undefined,undefined,dialogue,Jill,(Pride? Fear? What kept me from going out and apologizing to Lenore?)
118,undefined,undefined,dialogue,Jill,(I can't even fucking remember what feeling kept me from fixing this whole situation?!)
119,undefined,undefined,dialogue,Jill,(Can't I at least find solace in whatever feeling it was that brought me to this situation?!)
120,undefined,undefined,dialogue,Jill,"(Great, now I'm feeling even worse thanks to not being able to muster whatever feeling held me.)"
121,undefined,undefined,dialogue,Jill,...
122,undefined,undefined,dialogue,Virgilio,I-Is she okay?
123,undefined,undefined,dialogue,Gillian,"No, but just leave her be for now."
124,undefined,undefined,dialogue,Sei,Hey Jill!
125,undefined,undefined,dialogue,Jill,...
126,undefined,undefined,dialogue,Jill,...eh?
127,undefined,undefined,dialogue,Jill,"Oh, thank god. A normal person."
128,undefined,undefined,dialogue,Virgilio,WAAAAAAA! A Mummy!
129,undefined,undefined,dialogue,Sei,"No, no. I don't have kids."
130,undefined,undefined,dialogue,Jill,...still more normal than this twat.
131,undefined,undefined,dialogue,Jill,"How are you feeling, Sei?"
132,undefined,undefined,dialogue,Sei,"My bones are still broken, but at least the cuts are healing nicely."
133,undefined,undefined,dialogue,Sei,Thank god I'm not someone that scars easily.
134,undefined,undefined,dialogue,Sei,Um... I mean wounds don't leave me marks. It'd be a problem if I couldn't get scar tissue.
135,undefined,undefined,dialogue,Virgilio,What happened to you?
136,undefined,undefined,dialogue,Sei,Fell off two and a half stories into some trash and rubble.
137,undefined,undefined,dialogue,Jill,"You look better, though. Last time you came, you looked like you were about to collapse emotionally."
138,undefined,undefined,dialogue,Sei,Heheh... I guess.
139,undefined,undefined,dialogue,Sei,...
140,undefined,undefined,dialogue,Sei,"...you're the one who looks like it now, though."
141,undefined,undefined,dialogue,Sei,"How do I put it... it's like when I called you your full name, but magnified."
142,undefined,undefined,dialogue,Jill,"Yeah, don't mind me too much. I'm in a bad mood."
143,undefined,undefined,dialogue,Sei,Anything I can do?
144,undefined,undefined,dialogue,Jill,Please forgive me if I suddenly lash out. At you or anyone else.
145,undefined,undefined,dialogue,Jill,Do you want something?
146,undefined,undefined,dialogue,Sei,"My tongue's not so sensitive today, so let's have a Beer."
147,undefined,undefined,dialogue,Jill,And you?
148,undefined,undefined,dialogue,Virgilio,Such a change in tone.
149,undefined,undefined,dialogue,Virgilio,I-I'm fine. I don't need anything.
150,undefined,undefined,dialogue,Jill,...
151,undefined,undefined,dialogue,Jill,Here.
152,undefined,undefined,dialogue,Sei,Yay! Let's see if there are any differences from the canned ones.
153,undefined,undefined,dialogue,Jill,...and?
154,undefined,undefined,dialogue,Sei,This one tastes... less watered down.
155,undefined,undefined,dialogue,Jill,Here.
156,undefined,undefined,dialogue,Sei,This isn't what I ordered.
157,undefined,undefined,dialogue,Sei,D-Don't lash out at me!
158,undefined,undefined,dialogue,Jill,I won't. Sorry about that.
159,undefined,undefined,dialogue,Sei,"So, did something happen to you?"
160,undefined,undefined,dialogue,Jill,"I'm fine, nothing's happened to me."
161,undefined,undefined,dialogue,Sei,People who are fine don't act like that.
162,undefined,undefined,dialogue,Sei,"...oh! I get it. You're in ""those days""."
163,undefined,undefined,dialogue,Jill,...
164,undefined,undefined,dialogue,Sei,"When it's that time of the month, I get a bit sulky."
165,undefined,undefined,dialogue,Jill,"No, I'm not on my period."
166,undefined,undefined,dialogue,Sei,No?
167,undefined,undefined,dialogue,Jill,"*sigh* I'm dealing with the loss of someone, okay?"
168,undefined,undefined,dialogue,Sei,Oh!
169,undefined,undefined,dialogue,Sei,...
170,undefined,undefined,dialogue,Sei,...sorry.
171,undefined,undefined,dialogue,Jill,Don't worry.
172,undefined,undefined,dialogue,Jill,*sigh* Maybe I shouldn't have come today after all.
173,undefined,undefined,dialogue,Sei,...
174,undefined,undefined,dialogue,Sei,Um...
175,undefined,undefined,dialogue,Sei,"No, I..."
176,undefined,undefined,dialogue,Sei,Hm...
177,undefined,undefined,dialogue,Sei,Maybe...
178,undefined,undefined,dialogue,Sei,Agh!
179,undefined,undefined,dialogue,Jill,Are you alright?
180,undefined,undefined,dialogue,Sei,I-I'm trying to find something to say...
181,undefined,undefined,dialogue,Sei,"Making a joke would be tasteless, and I can't say everything will be alright without it sounding... cheap."
182,undefined,undefined,dialogue,Sei,I'm... at a loss as to what to do here. Sorry.
183,undefined,undefined,dialogue,Jill,Heh...
184,undefined,undefined,dialogue,Jill,Wanna hear something weird?
185,undefined,undefined,dialogue,Jill,I was exactly like that when Stella came here on Monday talking about you.
186,undefined,undefined,dialogue,Sei,Oh.
187,undefined,undefined,dialogue,Virgilio,"Well, ladies. I'm leaving."
188,undefined,undefined,dialogue,Jill,...Virgilio.
189,undefined,undefined,dialogue,Virgilio,Yeah?
190,undefined,undefined,dialogue,Jill,You were just sitting with a Valkyrie.
191,undefined,undefined,dialogue,Virgilio,Really?! Splendid! This'll make a good entry in my poems blog.
192,undefined,undefined,dialogue,Jill,*sigh* I'd feel bad about the way I treated him today.
193,undefined,undefined,dialogue,Jill,...if not for the fact that he was being cryptic with his orders for no good reason.
194,undefined,undefined,dialogue,Sei,Like Stella when she first came?
195,undefined,undefined,dialogue,Jill,Yes... NO!! I mean...
196,undefined,undefined,dialogue,Sei,Heheh...
197,undefined,undefined,dialogue,Sei,You could've given him a free Beer or something and apologized.
198,undefined,undefined,dialogue,Jill,Yeah. I just keep messing things up with people.
199,undefined,undefined,dialogue,Sei,But you know? He seemed familiar.
200,undefined,undefined,dialogue,Jill,Familiar?
201,undefined,undefined,dialogue,Sei,"Yeah, I can't put my finger on it though. I just feel like I've seen him somewhere."
202,undefined,undefined,dialogue,Sei,"Ah well, it might just be that he looks like someone from an ad or something."
203,undefined,undefined,dialogue,Jill,"So, what brings you here?"
204,undefined,undefined,dialogue,Sei,I wanted to come with Stella. So I'm waiting for her.
205,undefined,undefined,dialogue,Jill,Why here?
206,undefined,undefined,dialogue,Sei,"To be with you, of course!"
207,undefined,undefined,dialogue,Jill,...
208,undefined,undefined,dialogue,Jill,That reminds me. How did Stella react when you arrived?
209,undefined,undefined,dialogue,Sei,She slapped me... real hard. It hurt.
210,undefined,undefined,dialogue,Sei,"She said ""That's for making me worried and not listening to me!"" and then she became happy."
211,undefined,undefined,dialogue,Jill,Huh...
212,undefined,undefined,dialogue,Sei,Can I ask whose loss you are dealing with?
213,undefined,undefined,dialogue,Jill,...you shouldn't be bothered with it.
214,undefined,undefined,dialogue,Jill,Just pretend I'm in a bad mood and call it a day.
215,undefined,undefined,dialogue,Sei,"Oh, okay."
216,undefined,undefined,dialogue,Jill,...
217,undefined,undefined,dialogue,Sei,...
218,undefined,undefined,dialogue,Jill,"...you really want to know, huh?"
219,undefined,undefined,dialogue,Sei,"I can't help it! I don't like seeing people sad. I just need to know context, not details."
220,undefined,undefined,dialogue,Jill,*sigh* Someone to whom I said some mean thing to passed away before I could ever see her again.
221,undefined,undefined,dialogue,Jill,Does that work?
222,undefined,undefined,dialogue,Sei,Yeah. Sorry.
223,undefined,undefined,dialogue,Sei,Knowing I can't do anything helps me calm down but...
224,undefined,undefined,dialogue,Sei,E-E-EH!! I mean... it's not that I wouldn't help! I just...
225,undefined,undefined,dialogue,Jill,Calm down. I get it.
226,undefined,undefined,dialogue,Sei,I can't contain myself when I see people in need.
227,undefined,undefined,dialogue,Sei,But I've learned that there are times when you just can't do anything... and that's kinda fine.
228,undefined,undefined,dialogue,Sei,"Thank god I learned that, otherwise I would've gone insane ages ago."
229,undefined,undefined,dialogue,Jill,"You're a good person, Sei."
230,undefined,undefined,dialogue,Sei,"Nah, I'm just an annoying girl."
231,undefined,undefined,dialogue,Sei,"Still, if there's anything I can do to help, let me know."
232,undefined,undefined,dialogue,Sei,I have broken bones but that doesn't mean I can't offer emotional support.
233,undefined,undefined,dialogue,Jill,You could always order another drink.
234,undefined,undefined,dialogue,Sei,Oh yeah! That! Let's do that.
235,undefined,undefined,dialogue,Sei,"Get me something cold, please."
236,undefined,undefined,dialogue,Jill,Alright.
237,undefined,undefined,dialogue,Jill,Here.
238,undefined,undefined,dialogue,Jill,It's pretty cold outside though.
239,undefined,undefined,dialogue,Sei,"Yeah, but I don't like hot or warm drinks."
240,undefined,undefined,dialogue,Sei,They make me feel nauseous.
241,undefined,undefined,dialogue,Jill,Here.
242,undefined,undefined,dialogue,Sei,This isn't cold... but maybe my idea of cold is different from yours.
243,undefined,undefined,dialogue,Sei,You know what cheers me up?
244,undefined,undefined,dialogue,Jill,What?
245,undefined,undefined,dialogue,Sei,Singing. Hearing people sing helps too.
246,undefined,undefined,dialogue,Jill,Do you sing? I mean... did you take singing lessons or something?
247,undefined,undefined,dialogue,Sei,"Nope. People have told me my voice is pretty nasty, actually. But they've also told me I'm good with the harmonica."
248,undefined,undefined,dialogue,Jill,So you play the harmonica?
249,undefined,undefined,dialogue,Sei,"I needed something to do some breathing exercises with, and a harmonica is a lot smaller than a tuba."
250,undefined,undefined,dialogue,Sei,"And I guess if you practice enough, you become decent."
251,undefined,undefined,dialogue,Jill,That's something I didn't expect.
252,undefined,undefined,dialogue,Sei,I hear that a lot. I know I don't look like the musical type.
253,undefined,undefined,dialogue,Jill,I used to play the violin. Right until I was... 16 or so.
254,undefined,undefined,dialogue,Sei,Really? Can you still play?
255,undefined,undefined,dialogue,Jill,"The violin's at my mom's house, so I don't have it with me."
256,undefined,undefined,dialogue,Jill,But I guess I could. It's one of those things you don't forget easily.
257,undefined,undefined,dialogue,Sei,Why did you stop?
258,undefined,undefined,dialogue,Jill,"I don't know. One day, I just felt like stopping. No deep reason behind it."
259,undefined,undefined,dialogue,Sei,Just like me and cooking!
260,undefined,undefined,dialogue,Sei,That... and almost burning my place up.
261,undefined,undefined,dialogue,Jill,...
262,undefined,undefined,dialogue,Jill,When's Stella coming?
263,undefined,undefined,dialogue,Sei,"Now that you mention it, she's a bit late. Let me call her."
264,undefined,undefined,dialogue,Jill,"You do that, I'm going to take my break. Tell Gil if you need anything else."
265,undefined,undefined,dialogue,Sei,Sure!
266,undefined,undefined,dialogue,Jill,Back.
267,undefined,undefined,dialogue,Gillian,Looks like you've calmed down.
268,undefined,undefined,dialogue,Jill,"I still feel like kicking myself, make no mistake."
269,undefined,undefined,dialogue,Jill,...but I guess I cooled down a bit.
270,undefined,undefined,dialogue,Jill,"Sei helped a lot with that one, though. I just can't stay mad when I see her."
271,undefined,undefined,dialogue,Jill,"Speaking of which, where is she?"
272,undefined,undefined,dialogue,Gillian,I believe she went outside to look for that Stella girl or something.
273,undefined,undefined,dialogue,Stella,"The way you are right now, it feels like I should be protecting you."
274,undefined,undefined,dialogue,Sei,Hey! The only thing hindering me is the broken arm. I've gone into burning buildings with a 2cm deep cut.
275,undefined,undefined,dialogue,Stella,"Yeah, I remember that one. 1mm more and you would've lost the motor function in your arm."
276,undefined,undefined,dialogue,Jill,Welcome.
277,undefined,undefined,dialogue,Stella,"Ah. Hello, Jill."
278,undefined,undefined,dialogue,Jill,What's this about protecting who?
279,undefined,undefined,dialogue,Sei,"Yeah, um... I'm sort of like Stella's unofficial bodyguard. But I'm not really fit for such duties right now."
280,undefined,undefined,dialogue,Stella,My father insists I go everywhere with protection. So most of the time I only ask Sei if she feels like going out.
281,undefined,undefined,dialogue,Stella,She's trained to deal with the kind of things that bodyguards deal with anyway.
282,undefined,undefined,dialogue,Stella,And she's more fun to hang around with too.
283,undefined,undefined,dialogue,Jill,So I'm assuming that gorilla outside is a bodyguard?
284,undefined,undefined,dialogue,Sei,That's Buster. Pretty cool guy. He played football professionally until he lost his leg in a demolition derby.
285,undefined,undefined,dialogue,Stella,"We've offered him an implant surgery for all his years of service, but he rejects it every time."
286,undefined,undefined,dialogue,Sei,"Well, he got used to the replacement he's using, so maybe it's for the best."
287,undefined,undefined,dialogue,Stella,It's a thick oak branch on a metal bowl tied to his stump.
288,undefined,undefined,dialogue,Sei,And yet he can still run faster than me with it.
289,undefined,undefined,dialogue,Stella,True.
290,undefined,undefined,dialogue,Jill,Do you want something?
291,undefined,undefined,dialogue,Sei,I'm fine right now.
292,undefined,undefined,dialogue,Stella,A Brandtini. A big one. I'm in a good mood.
293,undefined,undefined,dialogue,Jill,Here.
294,undefined,undefined,dialogue,Stella,"After all these years, I still don't get why the finest and most expensive things come in small packages."
295,undefined,undefined,dialogue,Stella,Ever tried to go to a restaurant only for them to serve you a really small portion of some fine food?
296,undefined,undefined,dialogue,Stella,Sometimes you just want to... stuff yourself with really cheap food.
297,undefined,undefined,dialogue,Stella,...
298,undefined,undefined,dialogue,Stella,"Sei, let's go for some hamburgers later. I'm not taking a no for an answer."
299,undefined,undefined,dialogue,Sei,"I know what you mean when you say ""some"", you know?"
300,undefined,undefined,dialogue,Sei,You might as well call the place and tell them to prepare everything in advance.
301,undefined,undefined,dialogue,Jill,Here.
302,undefined,undefined,dialogue,Stella,I guess this means my good mood is halved now.
303,undefined,undefined,dialogue,Sei,Can't you make up the other half with the fact that I'm here alive?
304,undefined,undefined,dialogue,Stella,...
305,undefined,undefined,dialogue,Jill,Here.
306,undefined,undefined,dialogue,Stella,Aaaaand the good mood's gone.
307,undefined,undefined,dialogue,Jill,That's two of us.
308,undefined,undefined,dialogue,Jill,Can I ask you two something?
309,undefined,undefined,dialogue,Sei,Sure!
310,undefined,undefined,dialogue,Stella,I guess.
311,undefined,undefined,dialogue,Jill,How did you two meet?
312,undefined,undefined,dialogue,Sei,Stella showed up in the park I used to play at when I was a kid.
313,undefined,undefined,dialogue,Sei,We played a couple of times. She started showing up more and more and that was it.
314,undefined,undefined,dialogue,Stella,"*ahem* My father told me that, when I was 5, I kept insisting on going to a ""real kid's park."""
315,undefined,undefined,dialogue,Stella,"We drove for some time, and the park I liked was the one Sei happened to be at."
316,undefined,undefined,dialogue,Sei,Have you ever seen a girl in a dress go to a muddy park?
317,undefined,undefined,dialogue,Sei,She learned her lesson and started showing up with more fitting clothes.
318,undefined,undefined,dialogue,Sei,"But man, that's a scene I can't forget."
319,undefined,undefined,dialogue,Stella,...
320,undefined,undefined,dialogue,Jill,So you two have known each other for most of your lives?
321,undefined,undefined,dialogue,Sei,I've known her longer than I've known my own father.
322,undefined,undefined,dialogue,Sei,Why the question?
323,undefined,undefined,dialogue,Jill,No reason. You two just look so comfortable with each other. Any other person could've sworn you were an item.
324,undefined,undefined,dialogue,Sei,A-An item? What kind of item?
325,undefined,undefined,dialogue,Stella,"...a couple, Sei."
326,undefined,undefined,dialogue,Sei,"Oh! Ite-... yeah, I get it now."
327,undefined,undefined,dialogue,Sei,"It's funny because we actually earned a mock prize of sorts for ""best couple"" at Stella's high school."
328,undefined,undefined,dialogue,Stella,...Three years in a row.
329,undefined,undefined,dialogue,Jill,So you two didn't go to the same high school?
330,undefined,undefined,dialogue,Sei,Nope.
331,undefined,undefined,dialogue,Jill,Oh.
332,undefined,undefined,dialogue,Sei,"Don't you have any childhood friends, Jill?"
333,undefined,undefined,dialogue,Jill,"Childhood friends... can't think of any. My grandpa, I guess."
334,undefined,undefined,dialogue,Stella,What kind of man was he?
335,undefined,undefined,dialogue,Jill,Gruff. The kind to eat raw Bronson roots every morning.
336,undefined,undefined,dialogue,Stella,*brrrrrr*
337,undefined,undefined,dialogue,Jill,"But around me he, was... different."
338,undefined,undefined,dialogue,Jill,"I have memories of him barking orders to my dad, only to turn around and play with me gently."
339,undefined,undefined,dialogue,Jill,"It's interesting though. He was my mom's dad. But after my mom and dad separated, he stayed with my dad."
340,undefined,undefined,dialogue,Jill,"But yeah, he's the one that comes to mind when I think about childhood friends."
341,undefined,undefined,dialogue,Sei,Ooooooh.
342,undefined,undefined,dialogue,Sei,"Hey Jill, what's this... Bloom Light?"
343,undefined,undefined,dialogue,Jill,A spicy drink. Tastes nice the first time but it gets same-y after a while. It's also brown for some reason.
344,undefined,undefined,dialogue,Sei,"Gimme one of those, please."
345,undefined,undefined,dialogue,Stella,I'll have one too.
346,undefined,undefined,dialogue,Jill,On it.
347,undefined,undefined,dialogue,Jill,Here.
348,undefined,undefined,dialogue,Sei,I don't know. I kind of like it.
349,undefined,undefined,dialogue,Stella,"Yeah, but after the third one, it starts tasting like sand."
350,undefined,undefined,dialogue,Stella,"Spicy sand, but sand nonetheless."
351,undefined,undefined,dialogue,Jill,Here.
352,undefined,undefined,dialogue,Stella,Here you go. You have this one.
353,undefined,undefined,dialogue,Sei,What are you gonna drink?
354,undefined,undefined,dialogue,Stella,This other one. Bloom Lights taste like sand to me.
355,undefined,undefined,dialogue,Jill,Here you go.
356,undefined,undefined,dialogue,Sei,I-Is this right?
357,undefined,undefined,dialogue,Stella,First time I'm glad someone messed up my order.
358,undefined,undefined,dialogue,Sei,Who's *yawn* dimming the light?
359,undefined,undefined,dialogue,Sei,Zzzzzz...
360,undefined,undefined,dialogue,Stella,Huh... I guess she had too much before I came.
361,undefined,undefined,dialogue,Stella,"Well, that, and that she must still be tired."
362,undefined,undefined,dialogue,Jill,From the whole bank thing?
363,undefined,undefined,dialogue,Stella,"She told me about everything that happened in there. To be honest, I don't think I would've made it in her place."
364,undefined,undefined,dialogue,Stella,I guess I should be thankful for the nanomachine treatment she went through as a White Knight.
365,undefined,undefined,dialogue,Jill,Treatment?
366,undefined,undefined,dialogue,Stella,Trauma suppressors.
367,undefined,undefined,dialogue,Stella,"Basically, it helps with the healing process of PTSD."
368,undefined,undefined,dialogue,Stella,"It's mandatory for every White Knight, regardless of division."
369,undefined,undefined,dialogue,Jill,Oh.
370,undefined,undefined,dialogue,Stella,"Still, healing can only do so much."
371,undefined,undefined,dialogue,Stella,"For three days, that bank was hell. And poor Sei is still paying for it."
372,undefined,undefined,dialogue,Stella,The disbanding of the White Knights and subsequent persecution of those who were identifed as former members...
373,undefined,undefined,dialogue,Stella,"It's unfair, you know? Among all the people using the White Knights to further their own goals..."
374,undefined,undefined,dialogue,Stella,Sei was one of the few that actually believed in what they were supposed to do.
375,undefined,undefined,dialogue,Stella,It paid off though.
376,undefined,undefined,dialogue,Stella,The doctor who treated her wounds was the same one she's always assisted with accidents and emergencies.
377,undefined,undefined,dialogue,Stella,He treated her at no cost whatsoever.
378,undefined,undefined,dialogue,Jill,"Well, good karma and all that."
379,undefined,undefined,dialogue,Stella,"She's earned the gods' favor, I think."
380,undefined,undefined,dialogue,Stella,...but you know. All of that made me realize I might be a bad person.
381,undefined,undefined,dialogue,Jill,How?
382,undefined,undefined,dialogue,Stella,"When I saw Sei, wounded, asking for help; a part of me was happy."
383,undefined,undefined,dialogue,Stella,"After all this time needing her, she finally needed ME."
384,undefined,undefined,dialogue,Stella,I felt truly useful to her for the first time.
385,undefined,undefined,dialogue,Stella,*sigh* How sad is that?
386,undefined,undefined,dialogue,Jill,Sometimes the best help one can provide is to stay alive.
387,undefined,undefined,dialogue,Jill,Who knows? Maybe it was the idea of coming back to you that helped her.
388,undefined,undefined,dialogue,Jill,And I guess you wouldn't be human without thoughts like those once in a while.
389,undefined,undefined,dialogue,Stella,Maybe.
390,undefined,undefined,dialogue,Jill,Can I get you anything else?
391,undefined,undefined,dialogue,Stella,I'm good. I should be leaving actually.
392,undefined,undefined,dialogue,Stella,"Come, Sei. Let's get hamburgers and go home."
393,undefined,undefined,dialogue,Sei,*mumble* Yeah...
394,undefined,undefined,dialogue,Stella,"Sei, come on. We need to go."
395,undefined,undefined,dialogue,Sei,*yawn* My mouth's dry...
396,undefined,undefined,dialogue,Stella,We'll be leaving now.
397,undefined,undefined,dialogue,Jill,Thank you. Please come again.
